probe_id	symbol
281	105376739	LOC105376739
282	105376740	LOC105376740
283	57540	DISP3
284	112268221	LOC112268221
285	101929181	LINC01647
286	26232	FBXO2
287	93611	FBXO44
288	26270	FBXO6
289	10459	MAD2L2
290	374946	DRAXIN
291	57085	AGTRAP
292	284498	C1orf167
293	102724659	C1orf167-AS1
294	4524	MTHFR
295	1185	CLCN6
296	100379251	NPPA-AS1
297	4878	NPPA
298	4879	NPPB
299	26829	RNU5E-1
300	90231	KIAA2013
301	5351	PLOD1
302	9927	MFN2
303	60672	MIIP
304	102466982	MIR6729
305	943	TNFRSF8
306	102465836	MIR7846
307	7133	TNFRSF1B
308	100616438	MIR4632
309	107984917	LOC107984917
310	55187	VPS13D
311	677885	SNORA59A
312	105376744	LINC02766
313	9249	DHRS3
314	102466722	MIR6730
315	343066	AADACL4
316	126767	AADACL3
317	93190	CFAP107
318	390999	PRAMEF12
319	65121	PRAMEF1
320	105376745	LINC01784
321	440560	PRAMEF11
322	343069	HNRNPCL1
323	65122	PRAMEF2
324	400735	PRAMEF4
325	343071	PRAMEF10
326	441871	PRAMEF7
327	440561	PRAMEF6
328	101929983	PRAMEF27
329	649330	HNRNPCL3
330	441873	PRAMEF25
331	649324	PRAMEF34P
332	440563	HNRNPCL2
333	645354	PRAMEF36P
334	645359	PRAMEF26
335	101060301	HNRNPCL4
336	343070	PRAMEF9
337	400736	PRAMEF13
338	391003	PRAMEF18
339	343068	PRAMEF5
340	391002	PRAMEF8
341	645382	PRAMEF33
342	653619	PRAMEF15
343	729528	PRAMEF14
344	645414	PRAMEF19
345	391004	PRAMEF17
346	645425	PRAMEF20
347	126755	LRRC38
348	102724856	LOC102724856
349	107984918	LOC107984918
350	10630	PDPN
351	107984919	LOC107984919
352	105378612	LOC105378612
353	105376756	LOC105376756
354	7799	PRDM2
355	23254	KAZN
356	107985467	LOC107985467
357	107985468	LOC107985468
358	105376762	KAZN-AS1
359	105376759	LOC105376759
360	107985469	LOC107985469
361	200197	TMEM51-AS1
362	55092	TMEM51
363	727684	TMEM51-AS2
364	114827	FHAD1
365	101927417	FHAD1-AS1
366	101927441	EFHD2-AS1
367	79180	EFHD2
368	11330	CTRC
369	63036	CELA2A
370	105376767	LOC105376767
371	51032	CELA2B
372	842	CASP9
373	23341	DNAJC16
374	107397391	SCARNA21B
375	79814	AGMAT
376	84301	DDI2
377	6248	RSC1A1
378	23207	PLEKHM2
379	284723	SLC25A34
380	110806303	SLC25A34-AS1
381	388595	TMEM82
382	54751	FBLIM1
383	440567	UQCRHL
384	729614	SPEN-AS1
385	23013	SPEN
386	7709	ZBTB17
387	149563	SRARP
388	27129	HSPB7
389	1187	CLCNKA
390	1188	CLCNKB
391	348487	FAM131C
392	1969	EPHA2
393	101927479	EPHA2-AS1
394	128272	ARHGEF19
395	101927546	ANO7L1
396	79363	CPLANE2
397	54455	FBXO42
398	26099	SZRD1
399	374955	SPATA21
400	55707	NECAP2
401	107984921	LINC01772
402	114819	CROCCP3
403	26871	RNU1-1
404	107985757	TRN-GTT5-1
405	100132147	LINC01783
406	107985758	TRE-TTC4-1
407	7195	TRG-CCC1-1
408	55672	NBPF1
409	105376794	LOC105376794
410	84809	CROCCP2
411	11209	MST1P2
412	107985736	LOC107985736
413	26869	RNU1-3
414	107985759	TRG-CCC4-1
415	284729	ESPNP
416	100189045	TRG-CCC5-1
417	6060	RNU1-4
418	11223	MST1L
419	100500876	MIR3675
420	100189298	TRG-CCC1-2
421	112267871	LOC112267871
422	7193	TRE-TTC3-1
423	100189183	TRN-GTT13-1
424	105376805	LOC105376805
425	791226	TRN-GTT4-1
426	26870	RNU1-2
427	9696	CROCC
428	4237	MFAP2
429	105376806	LOC105376806
430	23400	ATP13A2
431	6390	SDHB
432	11240	PADI2
433	105376808	LOC105376808
434	400743	LINC02783
435	29943	PADI1
436	51702	PADI3
437	100616188	MIR3972
438	23569	PADI4
439	353238	PADI6
440	55920	RCC2
441	55160	ARHGEF10L
442	107984028	LINC02810
443	81569	ACTL8
444	105376809	LOC105376809
445	105376812	LOC105376812
446	101927876	LINC01654
447	84966	IGSF21
448	105376814	IGSF21-AS1
449	127707	KLHDC7A
450	5081	PAX7
451	80834	TAS1R2
452	8659	ALDH4A1
453	100616120	MIR4695
454	100302276	MIR1290
455	126917	IFFO2
456	105376815	LOC105376815
457	23352	UBR4
458	101927895	EMC1-AS1
459	23065	EMC1
460	51154	MRTO4
461	246181	AKR7L
462	22977	AKR7A3
463	100506730	LOC100506730
464	8574	AKR7A2
465	54896	SLC66A1
466	832	CAPZB
467	105376819	LOC105376819
468	105376818	LOC105376818
469	105376817	LOC105376817
470	105378614	MICOS10-DT
471	440574	MICOS10
472	100532736	MICOS10-NBL1
473	644068	RPS14P3
474	4681	NBL1
475	3362	HTR6
476	255104	TMCO4
477	54546	RNF186
478	105376823	LOC105376823
479	23252	OTUD3
480	30814	PLA2G2E
481	5320	PLA2G2A
482	5322	PLA2G5
483	26279	PLA2G2D
484	64600	PLA2G2F
485	391013	PLA2G2C
486	127733	UBXN10
487	101928017	UBXN10-AS1
488	105376825	LOC105376825
489	105376826	LOC105376826
490	105376827	LINC01757
491	105376828	LOC105376828
492	127731	VWA5B1
493	339505	LINC01141
494	55450	CAMK2N1
495	79594	MUL1
496	163933	FAM43B
497	978	CDA
498	65018	PINK1
499	102464833	MIR6084
500	100861548	PINK1-AS
501	1650	DDOST
502	57576	KIF17
503	400745	SH2D5
504	112268222	LOC112268222
505	50809	HP1BP3
506	8672	EIF4G3
507	105376830	LOC105376830
508	105376829	LOC105376829
509	100302155	MIR1256
510	1889	ECE1
511	100506801	ECE1-AS1
512	105376832	LOC105376832
513	84224	NBPF3
514	249	ALPL
515	105376834	LINC02596
516	5909	RAP1GAP
517	84196	USP48
518	401944	LDLRAD2
519	3339	HSPG2
520	23436	CELA3B
521	10136	CELA3A
522	101928043	LINC01635
523	29092	LINC00339
524	112268223	CDC42-AS1
525	998	CDC42
526	54361	WNT4
527	105376845	LOC105376845
528	105376850	LOC105376850
529	107985377	LOC107985377
530	100616433	MIR4418
531	105376856	LOC105376856
532	9923	ZBTB40
533	2046	EPHA8
534	102466615	MIR6127
535	712	C1QA
536	714	C1QC
537	713	C1QB
538	2048	EPHB2
539	100616391	MIR4684
540	100422914	MIR4253
541	646262	LACTBL1
542	729059	TEX46
543	23028	KDM1A
544	100422866	MIR3115
545	7798	LUZP1
546	3352	HTR1D
547	100996511	LINC01355
548	10236	HNRNPR
549	80818	ZNF436
550	148898	ZNF436-AS1
551	6920	TCEA3
552	55616	ASAP3
553	1870	E2F2
554	101928163	LOC101928163
555	105376859	LOC105376859
556	3399	ID3
557	107984928	LOC107984928
558	259283	MDS2
559	6135	RPL11
560	6924	ELOA
561	100506963	ELOA-AS1
562	57095	PITHD1
563	105376860	LOC105376860
564	11313	LYPLA2
565	2582	GALE
566	3155	HMGCL
567	105376861	LOC105376861
568	2517	FUCA1
569	1269	CNR2
570	107984929	LOC107984929
571	100616492	MIR378F
572	55629	PNRC2
573	10772	SRSF10
574	105378615	LOC105378615
575	105376863	LOC105376863
576	107984931	LOC107984931
577	127294	MYOM3
578	107985737	MYOM3-AS1
579	105376864	LOC105376864
580	58985	IL22RA1
581	163702	IFNLR1
582	284632	LINC02800
583	105376871	GRHL3-AS1
584	57822	GRHL3
585	90529	STPG1
586	57185	NIPAL3
587	100750325	RCAN3AS
588	11123	RCAN3
589	100506985	NCMAP-DT
590	400746	NCMAP
591	10250	SRRM1
592	25932	CLIC4
593	105376876	LOC105376876
594	864	RUNX3
595	102465437	MIR6731
596	107984932	LOC107984932
597	105376878	RUNX3-AS1
598	100616365	MIR4425
599	105376879	LINC02793
600	25949	SYF2
601	57035	RSRP1
602	105376882	LOC105376882
603	6007	RHD
604	23585	TMEM50A
605	6006	RHCE
606	55219	MACO1
607	26119	LDLRAP1
608	57134	MAN1C1
609	57190	SELENON
610	56181	MTFR1L
611	646471	LOC646471
612	79000	AUNIP
613	164091	PAQR7
614	3925	STMN1
615	100500808	MIR3917
616	105376885	LOC105376885
617	5051	PAFAH2
618	101928216	LOC101928216
619	2134	EXTL1
620	7780	SLC30A2
621	105376910	LOC105376910
622	84676	TRIM63
623	149420	PDIK1L
624	105376886	LOC105376886
625	79927	FAM110D
626	110806296	C1orf232
627	51042	ZNF593
628	10256	CNKSR1
629	378807	CATSPER4
630	101928303	ZPLD2P
631	64793	CEP85
632	83442	SH3BGRL3
633	91544	UBXN11
634	1043	CD52
635	55057	CRYBG2
636	257101	ZNF683
637	79727	LIN28A
638	79947	DHDDS
639	101928324	DHDDS-AS1
640	3151	HMGN2
641	6195	RPS6KA1
642	100302190	MIR1976
643	105376888	LOC105376888
644	101928728	LOC101928728
645	8289	ARID1A
646	55650	PIGV
647	84243	ZDHHC18
648	2810	SFN
649	54707	GPN2
650	63906	GPATCH3
651	10726	NUDC
652	8431	NR0B2
653	126695	KDF1
654	388610	TRNP1
655	115572	TENT5B
656	101928391	LOC101928391
657	6548	SLC9A1
658	102723760	LOC102723760
659	105376890	WDTC1-DT
660	23038	WDTC1
661	84065	TMEM222
662	644961	ACTG1P20
663	84958	SYTL1
664	9064	MAP3K6
665	8547	FCN3
666	388611	CD164L2
667	2827	GPR3
668	10163	WASF2
669	105376892	LOC105376892
670	27245	AHDC1
671	2268	FGR
672	111216282	LINC02574
673	2537	IFI6
674	199870	FAM76A
675	23673	STX12
676	5511	PPP1R8
677	677774	SCARNA1
678	9473	THEMIS2
679	6118	RPA2
680	27293	SMPDL3B
681	55113	XKR8
682	2140	EYA3
683	5724	PTAFR
684	22826	DNAJC8
685	93974	ATP5IF1
686	83667	SESN2
687	54797	MED18
688	65979	PHACTR4
689	1104	RCC1
690	8420	SNHG3
691	6080	SNORA73A
692	26768	SNORA73B
693	54952	TRNAU1AP
694	85028	SNHG12
695	692212	SNORD99
696	677838	SNORA61
697	677825	SNORA44
698	692073	SNORA16A
699	115273	RAB42
700	6883	TAF12
701	105378616	TAF12-DT
702	26824	RNU11
703	10691	GMEB1
704	51441	YTHDF2
705	4985	OPRD1
706	2035	EPB41
707	399474	TMEM200B
708	6429	SRSF4
709	51102	MECR
710	10076	PTPRU
711	101928460	LINC01756
712	107984933	LOC107984933
713	107984934	LOC107984934
714	101929406	LINC01648
715	105378617	LOC105378617
716	105378618	LOC105378618
717	4146	MATN1
718	100129196	MATN1-AS1
719	7805	LAPTM5
720	100616164	MIR4420
721	105378620	LOC105378620
722	105378621	LOC105378621
723	105378622	LINC01778
724	400748	LOC400748
725	9672	SDC3
726	9698	PUM1
727	692234	SNORD103A
728	692235	SNORD103B
729	692200	SNORD103C
730	107984935	LOC107984935
731	79570	NKAIN1
732	9410	SNRNP40
733	51538	ZCCHC17
734	2170	FABP3
735	105378623	LOC105378623
736	107985470	LOC107985470
737	347735	SERINC2
738	105378625	LOC105378625
739	105379772	LOC105379772
740	149086	LDC1P
741	284551	LINC01226
742	105378626	LOC105378626
743	64129	TINAGL1
744	3061	HCRTR1
745	553115	PEF1
746	107985471	PEF1-AS1
747	105378628	LOC105378628
748	1307	COL16A1
749	101929444	LOC101929444
750	576	ADGRB2
751	100423028	MIR4254
752	90853	SPOCD1
753	8073	PTP4A2
754	10657	KHDRBS1
755	55116	TMEM39B
756	100847018	MIR5585
757	23633	KPNA6
758	200081	TXLNA
759	79140	CCDC28B
760	56063	TMEM234
761	55721	IQCC
762	149069	DCDC2B
763	8668	EIF3I
764	339483	MTMR9LP
765	84734	FAM167B
766	3932	LCK
767	3065	HDAC1
768	65108	MARCKSL1
769	105378629	LOC105378629
770	81629	TSSK3
771	100128071	FAM229A
772	55108	BSDC1
773	728116	ZBTB8B
774	653121	ZBTB8A
775	102723870	LOC102723870
776	339487	ZBTB8OS
777	5928	RBBP4
778	81493	SYNC
779	57648	KIAA1522
780	8565	YARS1
781	64766	S100PBP
782	252995	FNDC5
783	105378631	LOC105378631
784	3208	HPCA
785	113452	TMEM54
786	105378632	LOC105378632
787	127544	RNF19B
788	204	AK2
789	105378635	LOC105378635
790	113451	AZIN2
791	112268224	LOC112268224
792	55223	TRIM62
793	149076	ZNF362
794	127550	A3GALT2
795	1912	PHC2
796	100500853	MIR3605
797	101929464	PHC2-AS1
798	7579	ZSCAN20
799	114784	CSMD2
800	105378638	LOC105378638
801	127540	HMGB4
802	402779	CSMD2-AS1
803	84970	C1orf94
804	105378639	LOC105378639
805	105378640	LOC105378640
806	105378641	LOC105378641
807	693137	MIR552
808	105378642	LOC105378642
809	2709	GJB5
810	127534	GJB4
811	2707	GJB3
812	2701	GJA4
813	113444	SMIM12
814	58512	DLGAP3
815	653160	GPR199P
816	100506144	TMEM35B
817	9204	ZMYM6
818	79830	ZMYM1
819	105378644	LOC105378644
820	6421	SFPQ
821	9202	ZMYM4
822	100861513	ZMYM4-AS1
823	79932	KIAA0319L
824	23154	NCDN
825	339488	TFAP2E
826	105378645	TFAP2E-AS1
827	5690	PSMB2
828	105378646	LOC105378646
829	127703	C1orf216
830	63967	CLSPN
831	192670	AGO4
832	26523	AGO1
833	192669	AGO3
834	105378647	LOC105378647
835	27285	TEKT2
836	54936	ADPRS
837	1296	COL8A2
838	27095	TRAPPC3
839	55700	MAP7D1
840	9967	THRAP3
841	79729	SH3D21
842	55194	EVA1B
843	83931	STK40
844	84967	LSM10
845	127700	OSCP1
846	109616970	SNORA63C
847	107984940	LOC107984940
848	64960	MRPS15
849	1441	CSF3R
850	107984941	LOC107984941
851	105378648	LOC105378648
852	2899	GRIK3
853	100422898	MIR4255
854	107984942	LOC107984942
855	728431	ZC3H12A-DT
856	80149	ZC3H12A
857	102465438	MIR6732
858	64769	MEAF6
859	100847010	MIR5581
860	105378649	LOC105378649
861	79753	SNIP1
862	7802	DNALI1
863	29889	GNL2
864	284654	RSPO1
865	54955	C1orf109
866	55143	CDCA8
867	284656	EPHA10
868	105378650	LOC105378650
869	149175	MANEAL
870	79693	YRDC
871	127687	C1orf122
872	4520	MTF1
873	3633	INPP5B
874	105378651	LOC105378651
875	10946	SF3A3
876	2275	FHL3
877	51118	UTP11
878	5453	POU3F1
879	107985103	LOC107985103
880	105378653	MIR3659HG
881	100500801	MIR3659
882	105378655	LINC02786
883	105378654	LOC105378654
884	339442	LINC01343
885	105378657	LOC105378657
886	107984943	LOC107984943
887	105378656	LINC01685
888	105378658	LOC105378658
889	105378660	LOC105378660
890	64121	RRAGC
891	100527950	GJA9-MYCBP
892	26292	MYCBP
893	105378663	LOC105378663
894	81025	GJA9
895	54933	RHBDL2
896	105378662	LOC105378662
897	79647	AKIRIN1
898	4725	NDUFS5
899	23499	MACF1
900	643314	KIAA0754
901	105378950	LOC105378950
902	353500	BMP8A
903	192217	OXCT2P1
904	728448	PPIEL
905	8761	PABPC4
906	101929516	PABPC4-AS1
907	677834	SNORA55
908	26508	HEYL
909	84618	NT5C1A
910	51440	HPCAL4
911	10450	PPIE
912	656	BMP8B
913	64064	OXCT2
914	105378666	BMP8B-AS1
915	101929536	LOC101929536
916	105378951	LOC105378951
917	107985740	LINC02811
918	105378665	LOC105378665
919	105378667	LOC105378667
920	54802	TRIT1
921	4610	MYCL
922	105378668	MYCL-AS1
923	84879	MFSD2A
924	105378669	LOC105378669
925	10487	CAP1
926	5538	PPT1
927	105378671	LOC105378671
928	6018	RLF
929	127391	TMCO2
930	10269	ZMPSTE24
931	1298	COL9A2
932	107984945	LOC107984945
933	64744	SMAP2
934	65243	ZFP69B
935	339559	ZFP69
936	105378672	EXO5-DT
937	64789	EXO5
938	127396	ZNF684
939	105378673	LOC105378673
940	9783	RIMS3
941	105378675	LOC105378675
942	105378674	LOC105378674
943	100130557	NFYC-AS1
944	4802	NFYC
945	407034	MIR30E
946	407031	MIR30C1
947	9132	KCNQ4
948	105378676	LOC105378676
949	163732	CITED4
950	1503	CTPS1
951	100507178	SLFNL1-AS1
952	200172	SLFNL1
953	22955	SCMH1
954	100132074	FOXO6
955	101929901	FOXO6-AS1
956	105378678	LOC105378678
957	1907	EDN2
958	59269	HIVEP3
959	2981	GUCA2B
960	2980	GUCA2A
961	22887	FOXJ3
962	284716	RIMKLA
963	84217	ZMYND12
964	728621	CCDC30
965	79717	PPCS
966	10465	PPIH
967	4904	YBX1
968	149461	CLDN19
969	64175	P3H1
970	79078	C1orf50
971	105378683	TMEM269-DT
972	100129924	TMEM269
973	107984946	LOC107984946
974	374969	SVBP
975	114625	ERMAP
976	51058	ZNF691
977	339539	LOC339539
978	6513	SLC2A1
979	440584	SLC2A1-DT
980	440585	FAM183A
981	10969	EBNA1BP2
982	102465439	MIR6733
983	149465	CFAP57
984	105378685	LOC105378685
985	128218	TMEM125
986	149466	C1orf210
987	7075	TIE1
988	4352	MPL
989	105378687	CDC20-DT
990	991	CDC20
991	64834	ELOVL1
992	102466723	MIR6734
993	112268225	LOC112268225
994	112950	MED8
995	107984947	MED8-AS1
996	23334	SZT2
997	100873952	SZT2-AS1
998	102465440	MIR6735
999	81888	HYI
1000	5792	PTPRF
1001	9682	KDM4A
1002	100132774	KDM4A-AS1
1003	6487	ST3GAL3
1004	101929592	ST3GAL3-AS1
1005	102464830	MIR6079
1006	9048	ARTN
1007	105378688	LINC02918
1008	101929609	LOC101929609
1009	9670	IPO13
1010	1802	DPH2
1011	533	ATP6V0B
1012	8704	B4GALT2
1013	149473	CCDC24
1014	6536	SLC6A9
1015	107984948	LOC107984948
1016	128209	KLF17
1017	105378952	KLF18
1018	55929	DMAP1
1019	79033	ERI3
1020	100874278	ERI3-IT1
1021	106635545	SNORA110
1022	55182	RNF220
1023	107984951	LOC107984951
1024	100847089	MIR5584
1025	107984950	LOC107984950
1026	79639	TMEM53
1027	109623472	SNORD145
1028	339541	ARMH1
1029	105378690	LOC105378690
1030	26828	RNU5F-1
1031	26830	RNU5D-1
1032	11004	KIF2C
1033	109623476	SNORD160
1034	6202	RPS8
1035	26811	SNORD55
1036	94161	SNORD46
1037	94162	SNORD38A
1038	94163	SNORD38B
1039	266675	BEST4
1040	1263	PLK3
1041	343521	DYNLT4
1042	149478	BTBD19
1043	107984952	LOC107984952
1044	8643	PTCH2
1045	8891	EIF2B3
1046	79654	HECTD3
1047	7389	UROD
1048	57643	ZSWIM5
1049	105378691	LOC105378691
1050	400752	LINC01144
1051	84842	HPDL
1052	4595	MUTYH
1053	114034	TOE1
1054	10420	TESK2
1055	126661	CCDC163
1056	25974	MMACHC
1057	5052	PRDX1
1058	10327	AKR1A1
1059	4678	NASP
1060	149483	CCDC17
1061	60313	GPBP1L1
1062	728963	RPS15AP10
1063	51249	TMEM69
1064	3652	IPP
1065	105378693	LOC105378693
1066	23139	MAST2
1067	105378694	LOC105378694
1068	110117499	P3R3URF-PIK3R3
1069	8503	PIK3R3
1070	101929626	LOC101929626
1071	10103	TSPAN1
1072	110117498	P3R3URF
1073	55624	POMGNT1
1074	541468	LURAP1
1075	8438	RAD54L
1076	10489	LRRC41
1077	7388	UQCRH
1078	387338	NSUN4
1079	2166	FAAH
1080	729041	FAAHP1
1081	101929651	LINC01398
1082	127343	DMBX1
1083	105378696	TMEM275
1084	100507423	MKNK1-AS1
1085	148930	KNCN
1086	8569	MKNK1
1087	148932	MOB3C
1088	105378697	LOC105378697
1089	64756	ATPAF1
1090	374973	TEX38
1091	100130197	EFCAB14-AS1
1092	9813	EFCAB14
1093	105378698	LOC105378698
1094	105378699	LOC105378699
1095	1580	CYP4B1
1096	163720	CYP4Z2P
1097	1579	CYP4A11
1098	260293	CYP4X1
1099	199974	CYP4Z1
1100	284541	CYP4A22
1101	105378701	LOC105378701
1102	100874253	LINC00853
1103	10158	PDZK1IP1
1104	6886	TAL1
1105	6491	STIL
1106	51727	CMPK1
1107	102724077	LINC01389
1108	2301	FOXE3
1109	84793	FOXD2-AS1
1110	2306	FOXD2
1111	107984953	LINC01738
1112	388630	TRABD2B
1113	105379778	LINC02794
1114	391037	SKINT1L
1115	200010	SLC5A9
1116	54558	SPATA6
1117	84871	AGBL4
1118	79656	BEND5
1119	105378706	LOC105378706
1120	101929721	AGBL4-AS1
1121	100874313	AGBL4-IT1
1122	107984954	LOC107984954
1123	105378708	LOC105378708
1124	1996	ELAVL4
1125	105378709	LOC105378709
1126	107984955	ELAVL4-AS1
1127	105378711	LOC105378711
1128	105378710	LOC105378710
1129	105378712	LINC02808
1130	63950	DMRTA2
1131	105378714	LOC105378714
1132	11124	FAF1
1133	105378715	FAF1-AS1
1134	112268262	LOC112268262
1135	1031	CDKN2C
1136	100616189	MIR4421
1137	102466656	MIR6500
1138	284546	C1orf185
1139	105378716	LINC01562
1140	26994	RNF11
1141	22996	TTC39A
1142	105378717	LOC105378717
1143	102724097	TTC39A-AS1
1144	2060	EPS15
1145	105378720	EPS15-AS1
1146	441884	CALR4P
1147	105378719	LOC105378719
1148	114883	OSBPL9
1149	4898	NRDC
1150	105378721	LOC105378721
1151	100313892	MIR761
1152	5865	RAB3B
1153	51060	TXNDC12
1154	112970	KTI12
1155	104355143	TXNDC12-AS1
1156	91408	BTF3L4
1157	107984956	LOC107984956
